Nom réel,CODE INSEE TXT,Surface km carré,Long,Lat,population
Issenhausen,67225,2.1,7.53333,48.8,105
Reinhardsmunster,67391,18.63,7.31667,48.6833,477
Saint-Jean-Saverne,67425,6.39,7.36667,48.7667,598
Orschwiller,67362,6.32,7.38333,48.2333,632
Blaesheim,67049,9.96,7.6,48.5,1350
Furdenheim,67150,5.81,7.56667,48.6167,1331
Quatzenheim,67382,3.07,7.56667,48.6333,807
Niedersoultzbach,67333,4.19,7.46667,48.85,245
Steinseltz,67479,5.47,7.93333,49.0167,653
Hirschland,67201,10.73,7.11667,48.8333,340
Ernolsheim-Bruche,67128,6.59,7.56667,48.5667,1829
Oberschaeffolsheim,67350,7.56,7.63333,48.5833,2325
Saint-Blaise-la-Roche,67424,2.39,7.16667,48.4,245
Ranrupt,67384,14.68,7.19834,48.3745,359
Saint-Pierre-Bois,67430,7.3,7.36667,48.3333,789
Wangen,67517,3.87,7.46667,48.6167,710
Griesheim-sur-Souffel,67173,4.19,7.66695,48.635,1134
Belmont,67027,10.34,7.23333,48.4,170
Berstett,67034,17.88,7.66667,48.6833,2456
Neuviller-la-Roche,67321,9.19,7.2389,48.4392,376
Allenwiller,67004,5.96,7.38333,48.6667,1555
Rexingen,67396,2.32,7.18333,48.9,212
Niederhausbergen,67326,3.06,7.7,48.6167,1409
Mutzig,67313,8.01,7.46667,48.5333,5947
Schirrhein,67449,6.49,7.9,48.8,2232
Bindernheim,67040,6.62,7.6,48.2833,1020
Mussig,67310,11.73,7.51667,48.2333,1189
Saulxures,67436,12.84,7.13333,48.3833,527
Duppigheim,67108,7.38,7.58333,48.5333,1584
Mulhausen,67307,4,7.55334,48.8831,469
Diemeringen,67095,8.81,7.18333,48.9333,1685
Saales,67421,9.88,7.11667,48.35,834
Sarrewerden,67435,16.73,7.08333,48.9167,894
Wangenbourg-Engenthal,67122,31.52,7.30417,48.6259,1385
Achenheim,67001,6.03,7.63333,48.5833,2037
Ebersheim,67115,13.66,7.5,48.3,2302
Keffenach,67232,2.39,7.88333,48.9667,201
Griesheim-près-Molsheim,67172,4.62,7.53333,48.5,2192
Lorentzen,67274,7.85,7.16667,48.95,221
Gundershoffen,67176,17.55,7.66667,48.9,3689
Uttenhoffen,67502,1.95,7.65,48.8833,193
La Vancelle,67505,7.88,7.3,48.2833,415
Mietesheim,67292,8.49,7.65,48.8833,663
Wolxheim,67554,2.92,7.5,48.5667,955
Erckartswiller,67126,10.46,7.36667,48.8667,307
Schwindratzheim,67460,9.14,7.6,48.75,1607
Oberrœdern,67349,5,7.96667,48.9167,551
Berg,67029,7.72,7.16667,48.9,389
Thal-Drulingen,67488,5.25,7.14556,48.91,183
Nothalten,67337,4,7.41667,48.35,476
Neuhaeusel,67319,3.05,8.08333,48.8167,359
Morschwiller,67304,4.62,7.63333,48.8167,609
Sessenheim,67465,9.18,7.98333,48.8,2266
Rothau,67414,3.88,7.21667,48.45,1583
Ettendorf,67135,6.34,7.58333,48.8167,800
Ottrott,67368,28.89,7.41667,48.45,1607
Gungwiller,67178,1.65,7.15,48.8833,287
Lingolsheim,67267,5.69,7.68333,48.5667,17808
Salenthal,67431,1.34,7.36667,48.6667,0
Zellwiller,67557,8.79,7.5,48.4,744
Batzendorf,67023,6.74,7.7,48.7833,990
Niederlauterbach,67327,11.22,8.1,48.9667,965
Friedolsheim,67145,3.52,7.48333,48.7,249
Gottenhouse,67161,1.25,7.36667,48.7167,401
Schwenheim,67459,4.96,7.41278,48.7137,767
Valff,67504,10.91,7.51667,48.4167,1266
Rottelsheim,67417,2.39,7.71667,48.75,325
Berstheim,67035,3.09,7.68333,48.8,437
Neubois,67317,11.42,7.33333,48.3,696
Bernardvillé,67032,2.76,7.4,48.3667,228
Auenheim,67014,4.24,8.01667,48.8167,931
Knœrsheim,67245,2.36,7.46667,48.6833,218
Uhrwiller,67498,11.02,7.58333,48.8833,715
Elsenheim,67121,9.61,7.5,48.1667,858
Dambach-la-Ville,67084,28.83,7.43333,48.3333,2112
Landersheim,67258,2.13,7.5,48.6833,204
Printzheim,67380,4.3,7.48333,48.7833,207
Rott,67416,3.24,7.9,49.0167,487
Albé,67003,10.83,7.31667,48.35,479
Bootzheim,67056,5.91,7.56667,48.1833,716
Uberach,67496,2.01,7.63333,48.85,0
Sparsbach,67475,13.58,7.41667,48.8833,256
Wissembourg,67544,48.18,7.95,49.0333,8011
Herbsheim,67192,8.6,7.63333,48.35,922
Krautergersheim,67248,6.37,7.56667,48.4833,1736
Preuschdorf,67379,7.57,7.8,48.95,938
Oberlauterbach,67346,5.32,8.06667,48.95,546
Stundwiller,67484,3.32,7.98333,48.9167,477
Solbach,67470,2.79,7.2,48.4333,113
Drachenbronn-Birlenbach,67104,7.13,7.87028,48.9864,853
Dahlenheim,67081,5.35,7.51667,48.5833,780
Ruederbach,68288,4.46,7.26667,47.5667,387
Courtavon,68067,9.6,7.2,47.45,366
Wittelsheim,68375,23.63,7.25,47.8167,10492
Steinsoultz,68325,4.06,7.35,47.55,799
Habsheim,68118,15.63,7.41667,47.7333,4913
Guewenheim,68115,8.55,7.08333,47.75,1360
Colmar,68066,66.57,7.36667,48.0833,70251
Gueberschwihr,68111,8.91,7.28333,48,867
Hirsingue,68138,12.88,7.25,47.5833,2208
Linsdorf,68187,3.36,7.38333,47.5,330
Hochstatt,68141,8.55,7.28333,47.7167,2114
Muespach-le-Haut,68222,6.91,7.41667,47.55,1128
Muespach,68221,11.37,7.38056,47.5475,866
Raedersheim,68260,5.69,7.28333,47.8833,1154
Friesen,68098,8.42,7.15,47.5667,648
Kembs,68163,16.45,7.5,47.6833,5091
Aspach-le-Bas,68011,8.01,7.15,47.7667,1344
Dietwiller,68072,11.06,7.41667,47.7,1459
Hombourg,68144,15.32,7.5,47.7667,1283
Illfurth,68152,9.16,7.26667,47.6667,2551
Carspach,68062,17.17,7.21667,47.6167,2142
Biederthal,68035,4.16,7.45,47.4667,301
Nambsheim,68230,10.03,7.55,47.9167,608
Hundsbach,68148,4.03,7.33333,47.6,347
Ranspach-le-Bas,68263,4.43,7.45,47.5833,668
Wettolsheim,68365,8.86,7.31667,48.0667,1742
Altkirch,68004,9.54,7.25,47.6167,5903
Zimmerbach,68385,2.26,7.23333,48.0667,881
Rimbach-près-Masevaux,68275,16.66,6.95,47.8333,491
Blotzheim,68042,14.6,7.48333,47.6,4576
Winkel,68373,7.87,7.26667,47.4667,328
Westhalten,68364,10.98,7.26667,47.95,992
Michelbach,68206,3.35,7.11667,47.7667,0
Wasserbourg,68358,9.47,7.16667,48,471
Neuf-Brisach,68231,1.33,7.53333,48.0167,1967
Moosch,68217,15.25,7.03333,47.8667,1727
Mœrnach,68212,6.79,7.25,47.5,608
Fulleren,68100,5.31,7.15,47.6,349
Rouffach,68287,40.05,7.28333,47.9667,4803
Bantzenheim,68020,21.22,7.5,47.8333,1678
Magstatt-le-Haut,68198,3.91,7.38333,47.6333,284
Pfetterhouse,68257,14.28,7.16667,47.5,1037
Zellenberg,68383,4.96,7.31667,48.1667,346
Montreux-Vieux,68215,4.14,7.03333,47.6167,893
Heimsbrunn,68129,10.59,7.23333,47.7333,1361
Leimbach,68180,3.57,7.1,47.8,868
Illhaeusern,68153,10.46,7.43333,48.1833,684
Niffer,68238,8.72,7.51667,47.7167,984
Schlierbach,68301,11.8,7.4,47.6833,1234
Jungholtz,68159,4,7.18333,47.8833,932
Zillisheim,68384,8.22,7.26667,47.6833,2699
Spechbach-le-Haut,68320,3.92,7.21667,47.6833,1353
Reiningue,68267,18.54,7.23333,47.75,1980
Knœringue,68168,4.68,7.4,47.5667,384
Andolsheim,68007,11.6,7.41667,48.0667,2260
Riquewihr,68277,17.04,7.3,48.1667,1161
Kappelen,68160,5.15,7.43333,47.6167,582
Spechbach-le-Bas,68319,4.14,7.23333,47.6667,0
Urbès,68344,12.68,6.95,47.8833,443
Gommersdorf,68107,4.15,7.13333,47.6333,364
Aspach-le-Haut,68012,8.68,7.13333,47.7833,1894
Bettendorf,68033,4.73,7.28333,47.5833,476
Buethwiller,68057,3.84,7.15,47.65,270
Village-Neuf,68349,6.83,7.56667,47.6,4098
Thannenkirch,68335,4.6,7.3,48.2333,444
Bendorf,68025,7.55,7.28333,47.4833,218
Lautenbach,68177,13.02,7.15,47.95,1605
Lutter,68194,8.46,7.38333,47.4667,286
Elbach,68079,3.18,7.08333,47.65,258
Soultzmatt,68318,19.57,7.23333,47.9667,2423
Retzwiller,68268,4.1,7.1,47.6333,693
Lucelle,68190,10.27,7.24723,47.4225,38
Oberbruck,68239,4.3,6.95,47.8,421
Berrwiller,68032,7.66,7.21667,47.85,1225
Vieux-Ferrette,68347,6.63,7.3,47.5,692
Sondernach,68311,24.72,7.08333,47.9833,656
Manspach,68200,5.33,7.1,47.6167,569
Sondersdorf,68312,8.44,7.35,47.4833,352
Buschwiller,68061,4.16,7.51667,47.5667,1015
Ostheim,68252,8.16,7.36667,48.15,1592
Ligsdorf,68186,10.03,7.31667,47.4667,329
Niedermorschwihr,68237,3.35,7.28333,48.1,559
Goldbach-Altenbach,68106,9.14,7.10417,47.8731,295
Blodelsheim,68041,20.69,7.53333,47.9,1843
Henflingen,68133,2.65,7.3,47.5667,0
Sundhoffen,68331,12.75,7.41667,48.0333,2013
Bitschwiller-lès-Thann,68040,12.64,7.08333,47.8333,2009
Logelheim,68189,4.33,7.4,48.0167,851
Heiwiller,68131,2.04,7.31667,47.6167,180
Aubure,68014,4.9,7.21667,48.2,364
Munwiller,68228,6.74,7.35,47.9167,495
Bollwiller,68043,8.63,7.25,47.8667,3903
Rustenhart,68290,12.22,7.45,47.9333,836
Bergheim,68028,19.16,7.36667,48.2,2081
Hausgauen,68124,5.79,7.33333,47.6,413
Kingersheim,68166,6.69,7.33333,47.8,13157
Biltzheim,68037,7.15,7.38806,47.9578,421
Eglingen,68077,3.72,7.18333,47.6667,374
Bourbach-le-Bas,68045,6.04,7.06667,47.7833,605
Rosenau,68286,6.47,7.53333,47.6333,2332
Helfrantzkirch,68132,6.23,7.41667,47.6,732
Hirtzbach,68139,13.91,7.21667,47.6,1428
Osenbach,68251,5.6,7.21667,47.9833,906
Willer,68371,6.21,7.31667,47.5833,338
Feldbach,68087,5.02,7.26667,47.5333,461
Kœstlach,68169,8.23,7.28333,47.5,518
Mortzwiller,68219,4.23,7.03333,47.75,939
Saint-Ulrich,68299,3.85,7.11667,47.6,311
Munchhouse,68225,24.05,7.45,47.8667,1632
Levoncourt,68181,5.28,7.21667,47.45,250
Bartenheim,68021,12.86,7.46667,47.6333,3885
Bourbach-le-Haut,68046,6.86,7.03333,47.8,424
Steinbrunn-le-Bas,68323,8.58,7.36667,47.675,679
Saint-Louis,68297,16.85,7.56667,47.5833,20550
Hésingue,68135,9.14,7.51667,47.5833,2669
Diefmatten,68071,3.17,7.11667,47.7,278
Altenach,68002,6.18,7.11667,47.6167,379
Ruelisheim,68289,7.27,7.36667,47.8333,2383
Tagolsheim,68332,3.19,7.26667,47.65,866
Wolschwiller,68380,10.14,7.4,47.4667,487
Husseren-Wesserling,68151,5.09,6.98333,47.8833,1007
Breitenbach-Haut-Rhin,68051,9.27,7.1,48.0167,859
Soultzeren,68317,18.37,7.1,48.0667,1163
Turckheim,68338,16.46,7.28333,48.0833,3836
Balschwiller,68018,9.79,7.16667,47.6667,816
Biesheim,68036,16.55,7.55,48.0333,2565
Sickert,68308,5.12,6.98333,47.7833,336
Battenheim,68022,16.88,7.38333,47.8333,1475
Fortschwihr,68095,4.78,7.45,48.0833,1202
Geiswasser,68104,8.24,7.6,47.9667,326
Wintzenheim,68374,18.97,7.28333,48.0667,7977
Illzach,68154,7.5,7.33333,47.7833,14686
Ingersheim,68155,7.44,7.3,48.1,4710
Michelbach-le-Haut,68208,7.38,7.43333,47.5667,637
Gundolsheim,68116,8.22,7.3,47.9167,748
Liebenswiller,68183,3.87,7.45,47.5,211
Chavannes-sur-l'Étang,68065,6.04,7.03333,47.6333,705
Riespach,68273,7.57,7.28333,47.55,747
Hagenthal-le-Haut,68121,4.92,7.46667,47.5167,656
Ferrette,68090,1.94,7.31667,47.5,697
Oberdorf,68240,4.13,7.31667,47.5667,1399
Riedwihr,68272,3.04,7.43333,48.1167,0
Didenheim,68070,4.44,7.3,47.7167,0
Wittenheim,68376,19.01,7.33333,47.8167,14893
Staffelfelden,68321,7.42,7.25,47.8167,3932
Morschwiller-le-Bas,68218,7.55,7.26667,47.75,3704
Saint-Cosme,68293,2.71,7.06667,47.6833,96
Eteimbes,68085,4.96,7.05,47.7,390
Saint-Amarin,68292,11.61,7.01667,47.8833,2359
Herrlisheim-près-Colmar,68134,7.68,7.31667,48.0167,1838
Chalampé,68064,4.77,7.55,47.8167,982
Kiffis,68165,6.55,7.36667,47.4333,245
Fellering,68089,21.29,6.98333,47.9,1698
Traubach-le-Haut,68337,6.91,7.1,47.6667,620
Strueth,68330,4.31,7.13333,47.5833,356
Landser,68174,3.04,7.38333,47.6833,1583
Attenschwiller,68013,5.11,7.46667,47.5667,956
Ballersdorf,68017,10.72,7.16667,47.6333,838
Sternenberg,68326,3.44,7.1,47.7,161
Willer-sur-Thur,68372,18,7.08333,47.85,1888
Jebsheim,68157,14.85,7.48333,48.1167,1324
Sainte-Marie-aux-Mines,68298,45.23,7.18333,48.25,5269
Hettenschlag,68136,7.71,7.45,48,341
Steinbach,68322,6.09,7.15,47.8167,1405
Ranspach,68262,11.4,7.01667,47.8833,868
Lapoutroie,68175,21.12,7.16667,48.15,1935
Munster,68226,8.64,7.13333,48.05,4750
Tagsdorf,68333,2.5,7.3,47.6333,318
Wildenstein,68370,9.86,6.96667,47.9833,190
Magny,68196,4.3,7.05,47.6,306
Issenheim,68156,8.18,7.26667,47.9,3488
Eschentzwiller,68084,3.19,7.4,47.7167,1567
Wahlbach,68353,6.41,7.35,47.6333,496
Vieux-Thann,68348,5.11,7.13333,47.8,2988
Romagny,68282,2.89,7.06667,47.6167,242
Schweighouse-Thann,68302,10.78,7.17084,47.7528,787
Hégenheim,68126,6.7,7.53333,47.5667,3495
Wittersdorf,68377,4.76,7.28333,47.6167,849
Husseren-les-Châteaux,68150,1.2,7.28333,48.0333,500
Bretten,68052,4.16,7.06667,47.7,177
Sigolsheim,68310,5.8,7.3,48.1333,0
Hindlingen,68137,8,7.13333,47.5667,649
Valdieu-Lutran,68192,5.17,7.05834,47.6267,403
Le Bonhomme,68044,21.98,7.11667,48.1667,826
Stetten,68327,4.32,7.41667,47.6333,352
Traubach-le-Bas,68336,6.78,7.1,47.6667,517
Ranspach-le-Haut,68264,4.39,7.41667,47.5833,628
Oltingue,68248,13.42,7.38333,47.4833,751
Zaessingue,68382,4.99,7.36667,47.6167,388
Wolfgantzen,68379,9.38,7.51667,48.0333,1054
Durlinsdorf,68074,7.78,7.25,47.4833,586
Houssen,68146,6.7,7.38333,48.1167,2043
Oberentzen,68241,8.81,7.38333,47.95,616
Grussenheim,68110,7.53,7.48333,48.1333,813
Niederhergheim,68235,12.51,7.4,47.9833,1123
Jettingen,68158,6.3,7.36667,47.6,513
Artzenheim,68009,9.69,7.53333,48.1167,839
Oberlarg,68243,8.21,7.23333,47.45,150
Waldighofen,68355,4.14,7.31667,47.55,1553
Soultzbach-les-Bains,68316,7.06,7.2,48.0333,756
Hattstatt,68123,5.98,7.3,48.0167,834
Holtzwihr,68143,6.45,7.41667,48.1167,1816
Orschwihr,68250,7.09,7.23223,47.9348,1090
Walheim,68356,4.83,7.26667,47.65,957
Appenwihr,68008,7.72,7.43333,48.0167,606
Wattwiller,68359,13.61,7.16667,47.85,1727
Uffholtz,68342,11.91,7.16667,47.8167,1695
Cernay,68063,18.04,7.16667,47.8167,11955
Wolfersdorf,68378,3.66,7.11667,47.6333,356
Urschenheim,68345,6.42,7.48333,48.0833,732
Hunawihr,68147,4.81,7.31667,48.1667,601
Katzenthal,68161,3.5,7.28333,48.1,547
Saint-Hippolyte,68296,17.86,7.36667,48.2333,1043
Raedersdorf,68259,7.39,7.36667,47.4667,511
Merxheim,68203,9.1,7.28333,47.9167,1296
Kaysersberg,68162,24.82,7.25,48.1333,4789
Magstatt-le-Bas,68197,3.35,7.4,47.6333,491
Flaxlanden,68093,4.33,7.31667,47.7,1497
Heidwiller,68127,4.48,7.25,47.6667,611
Soppe-le-Haut,68314,7.37,7.06667,47.7333,0
Steinbrunn-le-Haut,68324,9.21,7.35,47.6667,600
Wentzwiller,68362,4.71,7.48333,47.55,736
Sainte-Croix-aux-Mines,68294,27.85,7.21667,48.2667,2032
Luttenbach-près-Munster,68193,7.86,7.11667,48.0167,767
Sewen,68307,21.5,6.9,47.8,518
Rodern,68280,7.05,7.35,48.2333,349
Soppe-le-Bas,68313,5.68,7.08333,47.7167,804
Hagenthal-le-Bas,68120,6.2,7.46667,47.5167,1255
Durrenentzen,68076,6.22,7.5,48.0833,900
Baltzenheim,68019,6.52,7.55,48.0833,588
Algolsheim,68001,7.22,7.56667,48,1169
Folgensbourg,68094,6.72,7.45,47.55,917
Ammerschwihr,68005,19.66,7.28333,48.1167,1835
Muhlbach-sur-Munster,68223,7.88,7.08333,48.0333,751
Mitzach,68211,6.41,7,47.8667,432
Mollau,68213,8.82,6.96667,47.8667,376
Thann,68334,12.51,7.08333,47.8167,8080
Ribeauville,68269,32.21,7.31667,48.2,4924
Zimmersheim,68386,3.15,7.38333,47.7167,1110
Mittelwihr,68209,2.42,7.31667,48.15,857
Durmenach,68075,5.76,7.33333,47.5333,889
Rorschwihr,68285,2.47,7.36667,48.2167,394
Bisel,68039,8.1,7.21667,47.5333,561
Sierentz,68309,13.22,7.46667,47.6667,3538
Vœgtlinshoffen,68350,3.99,7.28112,48.0209,559
Ueberstrass,68340,5.12,7.16667,47.55,387
Mittlach,68210,11.39,7.03056,48.0042,341
Metzeral,68204,30.43,7.06667,48.0167,1126
Dessenheim,68069,19.16,7.48333,47.9667,1349
Meyenheim,68205,12.78,7.35,47.9167,1471
Huningue,68149,2.86,7.58333,47.6,7141
Réguisheim,68266,23.87,7.35,47.9,1848
Kirchberg,68167,6.74,6.96667,47.8,822
Rumersheim-le-Haut,68291,16.67,7.51667,47.85,1129
Walbach,68354,5.45,7.23333,48.0667,919
Bouxwiller,68049,6.47,7.34167,47.5083,465
Rantzwiller,68265,5.47,7.36667,47.65,828
Obermorschwihr,68244,1.59,7.3,48.0167,369
Gildwiller,68105,5.02,7.13417,47.6895,297
Vogelgrun,68351,5.03,7.56667,48.0167,680
Seppois-le-Bas,68305,6.73,7.16667,47.55,1332
Beblenheim,68023,5.61,7.33333,48.15,996
Ensisheim,68082,36.59,7.35,47.8667,7468
Pfaffenheim,68255,14.57,7.28333,47.9833,1415
Malmerspach,68199,2.66,7.03333,47.8667,526
Geishouse,68102,7.28,7.06667,47.8833,473
Hecken,68125,2.45,7.13333,47.6833,461
Lautenbachzell,68178,23.14,7.15,47.9333,1000
Liebsdorf,68184,4.22,7.23333,47.4667,339
Wihr-au-Val,68368,12.54,7.2,48.05,1309
Burnhaupt-le-Bas,68059,11.77,7.16667,47.7167,1877
Ungersheim,68343,13.51,7.31667,47.8833,2128
Oberhergheim,68242,19.86,7.4,47.9667,1216
Soultz-Haut-Rhin,68315,29.56,7.23333,47.8833,7321
Orbey,68249,46.02,7.16667,48.1333,3684
Niederbruck,68233,3.78,6.96667,47.7833,0
Bischwihr,68038,3.23,7.43333,48.0833,978
Petit-Landau,68254,17.51,7.51667,47.7167,816
Sainte-Croix-en-Plaine,68295,25.77,7.38333,48.0167,2888
Bettlach,68034,4.09,7.41667,47.5,318
Weckolsheim,68360,6.93,7.51667,48,642
Ottmarsheim,68253,25.67,7.5,47.7833,1804
Obersaasheim,68246,12.88,7.55,47.9833,1035
Roderen,68279,7.16,7.08333,47.7833,921
Gunsbach,68117,6.18,7.18333,48.05,969
Guémar,68113,18.22,7.4,48.1833,1371
Rimbachzell,68276,1.79,7.18333,47.9,198
Rimbach-près-Guebwiller,68274,4.84,7.15,47.9,220
Falkwiller,68086,3.55,7.13333,47.6833,192
Mertzen,68202,2.01,7.13333,47.5833,227
Riedisheim,68271,6.96,7.36667,47.75,12481
Buhl,68058,8.8,7.18333,47.9333,3315
Heimersdorf,68128,7.59,7.25,47.5667,668
Hirtzfelden,68140,22.1,7.45,47.9167,1231
Franken,68096,6.22,7.35,47.6,338
Fessenheim,68091,18.4,7.53333,47.9167,2395
Storckensohn,68328,5.1,6.95,47.8833,225
Masevaux,68201,23.21,7,47.7833,3859
Emlingen,68080,2.42,7.3,47.6333,283
Frœningen,68099,4.44,7.26667,47.6833,722
Neuwiller,68232,3.72,7.51667,47.5167,508
Bernwiller,68031,7.6,7.18333,47.7,0
Lièpvre,68185,12.55,7.28333,48.2667,1766
Lauw,68179,4.61,7.01667,47.75,946
Dolleren,68073,8.37,6.93333,47.8,476
Saint-Bernard,68081,6.04,7.20167,47.6712,556
Volgelsheim,68352,8.64,7.54778,48.0156,2407
Roppentzwiller,68284,4.15,7.33333,47.55,703
Horbourg-Wihr,68145,9.42,7.39445,48.0795,5620
Leymen,68182,11.64,7.48333,47.4833,1227
Labaroche,68173,13.44,7.2,48.1167,2282
Bellemagny,68024,2.1,7.06667,47.7,192
Griesbach-au-Val,68109,4.73,7.18333,48.0333,774
Brunstatt,68056,9.66,7.31667,47.7167,8107
Eschbach-au-Val,68083,4.84,7.15,48.0167,376
Bruebach,68055,7.01,7.36667,47.7,1070
Heiteren,68130,22.4,7.53333,47.9667,1056
Uffheim,68341,4.36,7.43333,47.65,887
Bergholtzzell,68030,2.29,7.23333,47.9333,461
Geispitzen,68103,6.02,7.41667,47.6667,444
Wuenheim,68381,6.17,7.2,47.8833,807
Pfastatt,68256,5.24,7.3,47.7833,9594
Sausheim,68300,16.91,7.36667,47.7833,5584
Largitzen,68176,5.6,7.18333,47.5667,320
Luemschwiller,68191,7.27,7.3,47.65,763
Kœtzingue,68170,5.14,7.38333,47.65,626
Galfingue,68101,5.36,7.21667,47.7,821
Michelbach-le-Bas,68207,4.94,7.45,47.6,722
Stosswihr,68329,26.4,7.1,48.05,1383
Kunheim,68172,11.75,7.53333,48.0833,1807
Obermorschwiller,68245,6.05,7.31667,47.65,412
Bennwihr,68026,6.59,7.31667,48.15,1288
Feldkirch,68088,4.21,7.28333,47.8667,974
Guevenatten,68114,2.15,7.08333,47.6833,143
Grentzingen,68108,5.18,7.3,47.5667,0
Balgau,68016,9.49,7.53333,47.9167,974
Werentzhouse,68363,4.5,7.35,47.5167,579
Niederentzen,68234,8.81,7.38333,47.95,681
Bréchaumont,68050,6.51,7.06667,47.6667,428
Richwiller,68270,5.55,7.28333,47.7833,3561
Montreux-Jeune,68214,3.36,7.03333,47.6167,360
Rammersmatt,68261,5.47,7.06667,47.8,212
Oderen,68247,19.12,6.98333,47.9167,1311
Rixheim,68278,19.53,7.4,47.7667,14083
Burnhaupt-le-Haut,68060,12.49,7.15,47.7333,1816
Ammerzwiller,68006,3.05,7.16667,47.6833,1168
Berentzwiller,68027,6.08,7.38333,47.5833,331
Schwoben,68303,2.38,7.3,47.6167,243
Hartmannswiller,68122,4.78,7.21667,47.8667,667
Pulversheim,68258,8.54,7.3,47.85,3004
Linthal,68188,20.84,7.13333,47.9333,655
Wickerschwihr,68366,2.25,7.43333,48.1,781
Dannemarie,68068,4.35,7.13333,47.6333,2300
Lutterbach,68195,8.56,7.28333,47.7667,6467
Sentheim,68304,6.18,7.06667,47.75,1650
Hagenbach,68119,4.81,7.16667,47.65,686
Hohrod,68142,5.49,7.13333,48.05,321
Baldersheim,68015,12.76,7.36667,47.8,2651
Eguisheim,68078,14.13,7.3,48.05,1793
Murbach,68229,6.66,7.16667,47.9167,149
Guebwiller,68112,9.68,7.2,47.9167,11647
Roggenhouse,68281,6.45,7.46667,47.8833,475
Muntzenheim,68227,6.48,7.46667,48.1,1182
Brinckheim,68054,3.41,7.45,47.6333,355
Bergholtz,68029,4.24,7.25,47.9167,1109
Wegscheid,68361,10.06,6.95,47.8,335
Widensolen,68367,10.67,7.48001,48.0625,1217
Seppois-le-Haut,68306,6.27,7.18333,47.5167,488
Mooslargue,68216,5.63,7.21806,47.5098,455
Aspach,68010,4.2,7.23333,47.65,1164
Fislis,68092,7.53,7.36667,47.5,431
Rombach-le-Franc,68283,17.87,7.26667,48.2833,834
Fréland,68097,19.74,7.2,48.1667,1411
Mulhouse,68224,22.18,7.33333,47.75,112812
Waltenheim,68357,2.32,7.41667,47.65,574
Kruth,68171,22.06,6.96667,47.9333,977
Kientzheim,68164,4.83,7.28333,48.1333,0
Oullins,69149,4.4,4.8,45.7167,26647
Saint-Maurice-sur-Dargoire,69228,16.27,4.63333,45.5833,2345
Grézieu-la-Varenne,69094,7.45,4.7,45.75,5577
Thel,69247,10.27,4.38333,46.1167,0
Mardore,69128,13.47,4.33333,46.0667,0
Cailloux-sur-Fontaines,69033,8.69,4.86667,45.85,2617
Saint-Jean-d'Ardières,69211,12.44,4.73333,46.1167,4186
Saint-Clément-sur-Valsonne,69188,14.51,4.45,45.9333,866
Sathonay-Village,69293,5.15,4.88333,45.8333,2385
Albigny-sur-Saône,69003,2.57,4.45,45.8167,2859
Soucieu-en-Jarrest,69176,14.2,4.7,45.6833,4331
Marcilly-d'Azergues,69125,4.18,4.73333,45.8667,894
Marennes,69281,12.44,4.9,45.6167,1603
Neuville-sur-Saône,69143,5.47,4.85,45.8667,7428
Éveux,69083,3.32,4.61667,45.8333,1250
Arnas,69013,17.52,4.7,46.0167,3557
Thizy,69248,1.94,4.31667,46.0333,6396
Saint-Didier-sous-Riverie,69195,13.9,4.6,45.6,1232
Affoux,69001,10.65,4.4,45.8333,349
Condrieu,69064,9.21,4.76667,45.45,3961
Olmes,69147,2.78,4.5,45.8833,806
Grigny,69096,5.75,4.78333,45.6167,9633
Chevinay,69057,8.82,4.6,45.7667,563
Souzy,69178,5.09,4.45,45.7,805
Saint-Appolinaire,69181,5.73,4.41667,45.9833,200
Collonges-au-Mont-d'Or,69063,3.78,4.83333,45.8167,4044
Lissieu,69117,5.66,4.75,45.8667,3207
Vénissieux,69259,15.33,4.88333,45.6833,63102
Cours-la-Ville,69066,19.48,4.32139,46.1003,4726
Saint-Martin-en-Haut,69227,38.64,4.55,45.65,4097
Propières,69161,16,4.43333,46.1833,497
Charbonnières-les-Bains,69044,4.13,4.73333,45.7833,5146
Saint-Pierre-la-Palud,69231,7.53,4.61667,45.7833,2671
Sainte-Consorce,69190,5.81,4.7,45.7667,2030
Halles,69098,3.09,4.43333,45.7167,486
Saint-Étienne-la-Varenne,69198,6.96,4.63333,46.0833,741
Jonage,69279,12.11,5.03333,45.8,5963
Villefranche-sur-Saône,69264,9.48,4.71667,45.9833,37099
Tassin-la-Demi-Lune,69244,7.79,4.78333,45.7667,22145
Saint-Jean-la-Bussière,69214,15.48,4.33333,46,1243
Azolette,69016,4.18,4.41667,46.2,125
Lucenay,69122,6.27,4.7,45.9167,1863
Pusignan,69285,13.04,5.06667,45.75,4030
Champagne-au-Mont-d'Or,69040,2.59,4.78333,45.8,5875
Saint-Igny-de-Vers,69209,27.35,4.43333,46.2333,610
Montrottier,69139,23.1,4.46667,45.7833,1421
Mions,69283,11.57,4.95,45.6667,12761
Sainte-Colombe,69189,1.6,4.86667,45.5167,1966
Chambost-Longessaigne,69038,15.44,4.36667,45.7667,951
Ardillats,69012,23.1,4.55,46.1833,643
Bibost,69022,5.23,4.55,45.8,576
Ville-sur-Jarnioux,69265,10.11,4.61667,45.9667,858
Colombier-Saugnieu,69299,27.62,5.1116,45.7124,2558
Saint-Forgeux,69200,22.27,4.48333,45.85,1517
Lantignié,69109,7.4,4.63333,46.15,898
Saint-Nizier-d'Azergues,69229,24.23,4.46667,46.0833,767
