Nom réel,CODE INSEE TXT,Surface km carré,Long,Lat,population
Vignaux,31577,4.04,1.06667,43.6833,127
Caujac,31128,10.82,1.46667,43.3,850
Puydaniel,31442,7.38,1.43333,43.3333,469
Prunet,31441,4.66,1.73333,43.5667,147
Saint-Paul-d'Oueil,31508,7.46,0.55,42.8333,46
Aussonne,31032,13.76,1.31667,43.6833,7027
Saint-Germier,31485,3.74,1.73333,43.475,111
Huos,31238,4.09,0.6,43.0667,499
Miramont-de-Comminges,31344,8.09,0.75,43.0833,786
Goutevernisse,31225,4.69,1.18333,43.2167,179
Saint-Hilaire,31486,6.33,1.26667,43.4167,1073
Villeneuve-Tolosane,31588,5.08,1.33333,43.5167,9256
Puysségur,31444,5.44,1.06667,43.75,140
Brignemont,31090,21.96,0.983333,43.7833,396
Venerque,31572,14.57,1.45,43.4333,2625
Bonrepos-Riquet,31074,5.69,1.61667,43.6833,278
Ponlat-Taillebourg,31430,8.6,0.583333,43.1,634
Saint-Jean,31488,5.94,1.5,43.6667,10559
Saint-Pé-Delbosc,31510,5.51,0.683333,43.2667,128
Proupiary,31440,4.95,0.866667,43.15,71
Luscan,31308,3.33,0.616667,43,62
Saint-Loup-Cammas,31497,3.65,1.48333,43.7,1928
Pointis-de-Rivière,31426,6.58,0.616667,43.0833,871
Drémil-Lafage,31163,12.49,1.6,43.6,2627
Couret,31155,4.34,0.816667,43.05,246
Aucamville,31022,3.96,1.43056,43.6687,8197
Sédeilhac,31539,6.16,0.566667,43.15,60
Calmont,31100,40.27,1.63333,43.2833,2380
Gourdan-Polignan,31224,5.26,0.583333,43.0667,1437
Signac,31548,3.51,0.633333,42.9,44
Péguilhan,31412,18.48,0.7,43.3167,226
Gémil,31216,2.81,1.6,43.7333,281
Avignonet-Lauragais,31037,40.66,1.78889,43.3659,1466
Cabanac-Séguenville,31096,10.18,1.03333,43.8,168
Peyssies,31416,6.37,1.17722,43.3212,563
Montberon,31364,6.35,1.48333,43.7167,2921
Labastidette,31253,6.27,1.26667,43.45,2421
Montclar-Lauragais,31368,3.62,1.71667,43.3667,228
Saint-Sauveur,31516,7.04,1.40056,43.7487,1817
L'Union,31561,6.77,1.48333,43.6667,11873
Odars,31402,6.65,1.6,43.5167,834
Montrabé,31389,5.23,1.51667,43.65,4090
Portet-d'Aspet,31431,13.93,0.866667,42.9333,75
Toutens,31558,4.86,1.75,43.4833,321
Drudas,31164,11.17,1.11667,43.75,211
Saint-Jory,31490,19.1,1.38333,43.7333,5746
Castelnau-d'Estrétefonds,31118,28.32,1.36667,43.7833,6092
Lux,31310,7.59,1.78333,43.4333,359
Sode,31549,5.53,0.616667,42.8167,18
Saint-Orens-de-Gameville,31506,13.06,1.53333,43.55,11857
Antignac,31010,5.8,0.6,42.8333,114
Trébons-de-Luchon,31559,0.83,0.566667,42.8,4
Varennes,31568,4.61,1.68806,43.477,262
Fonsorbes,31187,19.03,1.23333,43.5333,11984
Mauran,31327,5.09,1.03333,43.1833,207
Labège,31254,7.65,1.53333,43.5333,4374
Lahitère,31267,3.9,1.2,43.1333,51
Saint-Thomas,31518,14.01,1.08333,43.5167,576
Larroque,31276,19.83,0.609722,43.1956,308
Roquesérière,31459,10.64,1.63333,43.7333,749
Gagnac-sur-Garonne,31205,4.34,1.36667,43.7,2959
Caignac,31099,9.36,1.7,43.3167,298
Pompertuzat,31429,5.44,1.51667,43.5,2196
Martisserre,31322,6.17,0.883333,43.3833,61
Donneville,31162,2.67,1.55,43.4667,1107
Peyrissas,31414,7.82,0.9,43.2833,79
Thil,31553,23.68,1.16667,43.7167,1201
Mane,31315,6.59,0.95,43.0833,1015
Fourquevaux,31192,10.03,1.61667,43.5,771
Lespugue,31295,4.91,0.666667,43.2333,79
Bérat,31065,24.46,1.18333,43.3833,2982
Poucharramet,31435,22.53,1.18333,43.4167,863
Maureville,31331,9.9,1.7,43.5167,314
Bax,31047,5.99,1.26667,43.2333,92
Arnaud-Guilhem,31018,7.7,0.9,43.1333,235
Charlas,31138,11.32,0.7,43.2333,239
Cugnaux,31157,13.01,1.36667,43.5333,17261
Castelbiague,31114,5.84,0.916667,43.0333,256
Maurens,31329,6.6,1.79167,43.4667,201
Lalouret-Laffiteau,31268,5.39,0.703889,43.1845,144
Mascarville,31325,5.27,1.75,43.55,178
Rieucazé,31452,2.03,0.75,43.0833,51
Boulogne-sur-Gesse,31080,24.73,0.644722,43.2895,1675
Latoue,31278,17.62,0.783333,43.1667,328
Gardouch,31210,16.31,1.68333,43.3833,1299
Clermont-le-Fort,31148,10.04,1.43333,43.45,549
Agassac,31001,9.58,0.883333,43.3667,115
Préserville,31439,12.19,1.61667,43.5167,744
Montgras,31382,3.99,1.06667,43.45,98
Frontignan-de-Comminges,31200,2.53,0.65,42.9667,74
Forgues,31189,5.24,1.05,43.4333,204
Eoux,31168,9.17,0.9,43.2667,118
Ondes,31403,6.57,1.3,43.7833,815
Marsoulas,31321,2.4,1,43.1,127
Nogaret,31400,4,1.93333,43.5,80
Saint-Médard,31504,5.32,0.834722,43.1284,228
Le Cabanial,31097,8.47,1.86667,43.5167,450
Labastide-Paumès,31251,8.04,0.933333,43.3333,155
Auragne,31024,13.63,1.5,43.3833,430
Mancioux,31314,7.22,0.95,43.15,447
Coueilles,31152,6.45,0.883333,43.35,100
Layrac-sur-Tarn,31288,7.25,1.56667,43.8333,327
Saint-Frajou,31482,16.61,0.85,43.3333,215
Cambernard,31101,8.48,1.2,43.4833,472
Nailloux,31396,18.55,1.63333,43.3667,3633
Boutx,31085,47.28,0.716667,42.9167,249
Valcabrère,31564,1.61,0.566667,43.0333,147
Sepx,31545,12.37,0.85,43.15,222
Polastron,31428,4.78,0.956667,43.3237,59
Mayrègne,31335,5.19,0.55,42.8333,30
Latrape,31280,19.08,1.26667,43.25,361
Esparron,31172,5.53,0.816667,43.2667,63
Puymaurin,31443,22.24,0.766667,43.3667,304
Brax,31088,4.42,1.25,43.6167,2763
Estancarbon,31175,6.23,0.783333,43.1,626
Montespan,31372,12.57,0.866667,43.0833,474
Beauville,31055,6.06,1.76667,43.4667,156
Beauchalot,31050,6.33,0.866667,43.1,592
Fustignac,31204,3.96,0.983333,43.3,81
Balesta,31043,7.16,0.566667,43.2,177
Montoulieu-Saint-Bernard,31386,4.83,0.916667,43.2333,219
Saint-Cézert,31473,8.94,1.21667,43.7833,430
Bachas,31039,2.62,0.933333,43.25,66
Monès,31353,2.52,1.03333,43.4167,85
Seilhan,31542,4.68,0.566667,43.05,208
Esperce,31173,16.42,1.4,43.3,261
La Salvetat-Lauragais,31527,3.66,1.8,43.5333,141
Lussan-Adeilhac,31309,12.62,0.95,43.3167,230
Seyre,31546,3.89,1.66667,43.3667,121
Saint-Rome,31514,3.63,1.67695,43.4148,56
Pechbusque,31411,3.14,1.46667,43.5167,854
Saint-Jean-Lherm,31489,7.92,1.61667,43.7,364
Lapeyrère,31272,6.3,1.31472,43.2064,71
Cazeaux-de-Larboust,31133,19.14,0.533333,42.8,88
Balma,31044,16.59,1.5,43.6167,15677
Ardiège,31013,3.76,0.65,43.0667,365
Sainte-Foy-d'Aigrefeuille,31480,9.68,1.61667,43.55,2075
Capens,31104,6.77,1.25,43.3333,692
Lautignac,31283,17.77,1.06667,43.3833,279
Lavalette,31285,13.75,1.6,43.6333,736
Saccourvielle,31465,3.41,0.566667,42.8167,15
Aspet,31020,26.37,0.8,43.0167,1015
Cassagnabère-Tournas,31109,25.24,0.8,43.2333,463
Bois-de-la-Pierre,31071,7.42,1.15,43.35,428
Montégut-Lauragais,31371,7.72,1.93333,43.4833,486
Boissède,31072,3.84,0.816667,43.4,74
Malvezie,31313,8.52,0.683333,43,131
Lahage,31266,7.65,1.06667,43.4333,224
Saint-André,31468,18.69,0.852222,43.2734,226
Gouzens,31226,5.7,1.18333,43.1833,97
Gratens,31229,15.15,1.11667,43.3167,676
Le Fréchet,31198,4.21,0.933333,43.1833,114
Montbernard,31363,18.31,0.766667,43.3,226
Plagne,31422,4.15,1.05,43.15,102
Melles,31337,45.32,0.766667,42.8667,93
Montberaud,31362,15.87,1.15,43.15,216
Oô,31404,32.53,0.5,42.8,95
Montgazin,31379,6.89,1.28333,43.3,189
Mazères-sur-Salat,31336,6.68,0.973333,43.1334,584
Saint-Alban,31467,4.26,1.41667,43.7,5930
Bordes-de-Rivière,31076,8.52,0.633333,43.1,505
Launaguet,31282,7.02,1.45,43.6833,8061
Rouède,31461,6.2,0.9,43.05,297
Plaisance-du-Touch,31424,26.53,1.3,43.5667,17617
Saux-et-Pomarède,31536,12.52,0.716667,43.15,280
Launac,31281,22.32,1.18333,43.75,1424
Auzas,31034,7.89,0.883333,43.1667,230
Franquevielle,31197,10.88,0.533333,43.1333,343
Peyrouzet,31415,4.88,0.833333,43.2,100
Bazus,31049,9.13,1.51667,43.7333,586
Mourvilles-Basses,31392,4.58,1.7,43.4833,71
Cier-de-Luchon,31142,10.59,0.6,42.85,255
Lamasquère,31269,6.11,1.26667,43.4833,1439
Rouffiac-Tolosan,31462,4.67,1.51667,43.6667,2071
Juzet-d'Izaut,31245,15.74,0.75,42.9833,205
Cazaux-Layrisse,31132,2.76,0.6,42.8667,54
Villate,31580,1.82,1.37945,43.47,919
Cathervielle,31125,3.7,0.516667,42.8167,39
Escoulis,31591,4.64,1.03056,43.1117,85
Benque,31063,11.3,0.916667,43.2667,165
Massabrac,31326,4,1.35,43.2333,85
Noé,31399,9.65,1.26667,43.35,2912
Aigrefeuille,31003,4.62,1.6,43.5667,1226
Garidech,31212,7.11,1.56667,43.7167,1738
Cirès,31146,5.11,0.516667,42.85,13
Pechbonnieu,31410,7.52,1.46667,43.7,4439
Vaudreuille,31569,11.3,1.98333,43.4167,383
Lapeyrouse-Fossat,31273,9.49,1.51667,43.7,2816
Quint-Fonsegrives,31445,7.38,1.52611,43.5848,5390
Cazaunous,31131,4.66,0.733333,42.9833,69
Auribail,31027,8.94,1.38333,43.35,222
Escanecrabe,31170,16.07,0.75,43.2833,238
Grépiac,31233,8.18,1.43333,43.4,1020
Cazeneuve-Montaut,31134,4.59,0.866667,43.1833,75
Vieillevigne,31576,3.14,1.65,43.4,310
Montmaurin,31385,8.45,0.633333,43.2167,217
Revel,31451,35.31,2,43.4667,9778
Castelnau-Picampeau,31119,11.3,1.01667,43.3,219
Saussens,31534,3.02,1.71667,43.5833,204
Auzielle,31036,4.59,1.56667,43.55,1299
Bruguières,31091,9.03,1.41667,43.7333,5435
Galié,31207,2.86,0.633333,42.9833,93
Labarthe-Rivière,31247,13.65,0.666667,43.0833,1400
Castagnac,31111,10.77,1.35,43.2333,307
Larra,31592,16.36,1.23111,43.7389,1730
Labarthe-sur-Lèze,31248,10.43,1.4,43.45,5458
Buzet-sur-Tarn,31094,30.19,1.65,43.7833,2660
Martres-Tolosane,31324,23.52,1,43.2,2333
Fougaron,31191,9.14,0.933333,42.9833,101
Bachos,31040,2.67,0.616667,42.8833,34
Touille,31554,6.49,0.966667,43.0833,256
Cambiac,31102,7.74,1.78333,43.4833,209
Paulhac,31407,14.03,1.56667,43.7167,1241
Saleich,31521,14.29,0.966667,43.0167,357
Belbèze-en-Comminges,31059,9.56,1.01667,43.1333,109
Lespinasse,31293,4.24,1.38333,43.7167,2680
Lévignac,31297,12.22,1.19528,43.6669,2018
Moncaup,31348,7.14,0.7,42.9833,35
Marignac-Laspeyres,31318,12.41,0.95,43.2167,220
Saman,31528,5.54,0.716667,43.2333,164
Martres-de-Rivière,31323,3.59,0.65,43.0833,406
Montsaunès,31391,9.12,0.933333,43.1167,486
Bagnères-de-Luchon,31042,52.8,0.6,42.7833,2618
Montbrun-Lauragais,31366,10.92,1.53333,43.45,603
Cazaril-Laspènes,31129,2.37,0.583333,42.8,30
Poubeau,31434,4.21,0.5,42.8167,80
Cier-de-Rivière,31143,9.26,0.633333,43.0667,278
Argut-Dessous,31015,2.7,0.716667,42.8833,27
Lespiteau,31294,1.81,0.766667,43.0667,87
Jurvielle,31242,5.79,0.483333,42.8167,21
Milhas,31342,19.68,0.8,42.9833,177
Arlos,31017,9.41,0.7,42.9,98
Benque-Dessous-et-Dessus,31064,3.72,0.554722,42.8153,25
Sajas,31520,5,1.01667,43.3667,119
Artigue,31019,9.72,0.616667,42.8333,31
Gouaux-de-Luchon,31222,14.49,0.616667,42.85,48
Gouaux-de-Larboust,31221,10.67,0.483333,42.8,62
Guran,31235,5.28,0.616667,42.8833,48
Billière,31068,2.18,0.533333,42.8167,23
Le Plan,31425,8.02,1.11667,43.1667,480
Montégut-Bourjac,31370,5.52,0.983333,43.2833,135
Clarac,31147,4.74,0.625833,43.0964,639
Sainte-Foy-de-Peyrolières,31481,38.02,1.15,43.5,2111
Montbrun-Bocage,31365,30.61,1.26667,43.1333,500
Bellesserre,31062,3.39,1.11667,43.7833,111
Saint-Clar-de-Rivière,31475,10.07,1.21667,43.4667,1274
Nizan-Gesse,31398,8.64,0.6,43.2333,75
Mourvilles-Hautes,31393,6.59,1.81667,43.4167,180
Beaumont-sur-Lèze,31052,26.31,1.36667,43.3833,1573
Eup,31177,2.22,0.683333,42.9333,132
Saint-Laurent,31494,8.39,0.8,43.3167,167
Gargas,31211,7.28,1.46667,43.7167,709
Sénarens,31543,6.93,0.966667,43.35,116
Mauzac,31334,9.27,1.26667,43.3833,1255
Labastide-Clermont,31250,14.58,1.11667,43.35,687
Saint-Bertrand-de-Comminges,31472,11.17,0.583333,43.0167,249
Payssous,31408,4.08,0.716667,43.0333,92
Le Fousseret,31193,38.31,1.06667,43.2833,1909
Montoussin,31387,4.83,1.01667,43.2667,131
Montesquieu-Volvestre,31375,59.82,1.23333,43.2167,3223
Le Burgaud,31093,24.18,1.1625,43.7948,923
Saint-Loup-en-Comminges,31498,4.73,0.566667,43.25,34
Aurignac,31028,17.95,0.883333,43.2167,1257
Arbas,31011,7.32,0.9,43,246
Mont-de-Galié,31369,2.42,0.65,42.9833,39
Régades,31449,3.62,0.716667,43.05,134
Falga,31180,5.38,1.86667,43.4833,122
Vacquiers,31563,19.61,1.48333,43.7667,1373
Pelleport,31413,10.38,1.13333,43.7333,547
Grenade,31232,37.01,1.29361,43.7722,8656
Bondigoux,31073,7.46,1.55,43.8333,528
Fronton,31202,45.79,1.4,43.85,5965
Caubiac,31126,7.99,1.08333,43.7167,371
Sainte-Livrade,31496,6.16,1.1,43.65,303
Montastruc-la-Conseillère,31358,15.49,1.6,43.7167,3381
Lagraulet-Saint-Nicolas,31265,16.11,1.08333,43.7833,264
Vaux,31570,10.41,1.83333,43.45,273
Renneville,31450,8.42,1.71667,43.3833,518
Pinsaguel,31420,5.2,1.38333,43.5167,2847
Gensac-de-Boulogne,31218,10.96,0.583333,43.25,124
Cierp-Gaud,31144,13.9,0.638611,42.9156,780
Marignac-Lasclares,31317,10.01,1.1,43.3,474
Lège,31290,2.72,0.616667,42.8667,43
Vendine,31571,2.87,1.76667,43.5833,286
Saubens,31533,5.99,1.33333,43.4833,2194
Saint-Ignan,31487,5.35,0.7,43.15,251
Landorthe,31270,9.65,0.783333,43.1333,1010
Génos,31217,3.47,0.666667,43,80
Villeneuve-Lécussan,31586,16.1,0.516667,43.15,570
Saint-Vincent,31519,3.07,1.75806,43.4398,186
Fonbeauzard,31186,1.32,1.45,43.6833,3014
Eaunes,31165,14.95,1.35,43.4167,5944
Montpitol,31388,5.96,1.63333,43.7,414
Aureville,31025,6.8,1.45,43.4833,849
Pointis-Inard,31427,14.66,0.816667,43.0833,897
Mauremont,31328,5.63,1.68333,43.45,333
Marquefave,31320,18.92,1.23333,43.3167,1079
Molas,31347,10.43,0.783333,43.4,166
Garac,31209,6.05,1.1,43.7,170
Flourens,31184,9.74,1.56667,43.6,1940
Castelmaurou,31117,16.77,1.53139,43.6767,4187
Bonrepos-sur-Aussonnelle,31075,10.17,1.15,43.55,1122
Casties-Labrande,31122,8.7,1,43.3333,122
Aignes,31002,21.81,1.6,43.3167,254
Grazac,31231,7.17,1.45528,43.3117,557
Sana,31530,2.74,1.01667,43.2333,241
Saint-Léon,31495,24.21,1.56667,43.4,1253
Issus,31240,7.11,1.5,43.4167,584
Mont-d'Astarac,32280,8.05,0.566667,43.3333,107
Sabazan,32354,8.26,0.05,43.7,131
Terraube,32442,25.14,0.55,43.9167,400
La Romieu,32345,27.48,0.5,43.9833,580
Aurensan,32017,6.33,-0.203611,43.6181,139
Monguilhem,32271,5.71,-0.183333,43.85,319
Tirent-Pontéjac,32447,7.55,0.8,43.55,80
Gondrin,32149,34.76,0.25,43.8833,1186
Samaran,32409,8.61,0.516667,43.3833,86
Betcave-Aguin,32048,10.19,0.683333,43.4333,93
Mouchan,32292,13.11,0.283333,43.9,453
Riguepeu,32343,21.52,0.35,43.65,217
Bezolles,32052,11.13,0.35,43.6333,149
Lagraulet-du-Gers,32180,27.22,0.216667,43.9,530
Dému,32115,28.89,0.166667,43.75,355
Eauze,32119,69.86,0.1,43.8667,3930
Bazian,32033,12.71,0.316667,43.6667,122
Cassaigne,32075,8.58,0.316667,43.9,228
Durban,32118,17.4,0.6,43.5333,165
Moncassin,32263,13.93,0.5,43.45,138
Clermont-Pouyguillès,32104,12.71,0.533333,43.4667,165
Termes-d'Armagnac,32443,10.05,-0.0105556,43.6709,188
Meilhan,32250,6.82,0.683333,43.4167,86
Loussous-Débat,32218,5.07,0.066667,43.65,55
Crastes,32112,19.25,0.733333,43.7333,267
Bonas,32059,10.1,0.416667,43.7833,125
Saint-Germier,32379,7.05,0.950833,43.667,223
Bourrouillan,32062,8.7,-0.016667,43.8,153
Plieux,32320,12.27,0.733333,43.95,138
Callian,32072,7.91,0.283333,43.6333,41
Lauraët,32203,12.71,0.233333,43.9167,262
Sainte-Gemme,32376,10.22,0.8,43.7833,122
Miramont-d'Astarac,32254,14.73,0.483333,43.55,370
Saramon,32412,13.03,0.766667,43.5333,814
Saint-Georges,32377,15.82,0.935833,43.7278,180
Avezan,32023,5.66,0.8,43.8667,85
Le Brouilh-Monbert,32065,12.96,0.393889,43.667,222
Belloc-Saint-Clamens,32042,10.49,0.433333,43.45,132
Couloumé-Mondebat,32109,22.85,0.1,43.6333,202
Sérempuy,32431,3.27,0.75,43.8333,34
Viella,32463,22.02,-0.14,43.5987,560
Lamaguère,32186,6.49,0.666667,43.5,78
Mascaras,32240,5.95,0.233333,43.55,64
Ségoufielle,32425,5.24,1.13333,43.6333,1101
Cabas-Loumassès,32067,4.11,0.6,43.3667,55
Haget,32152,9.1,0.166667,43.4167,341
Castex-d'Armagnac,32087,12.26,-0.166944,43.8695,103
Lombez,32213,19.55,0.916667,43.4833,2129
Mourède,32294,4.88,0.283333,43.7833,91
Saint-Soulan,32407,12.31,0.85,43.5,165
Loubédat,32214,9.46,0.016667,43.7333,119
Ardizas,32007,8.52,1,43.7167,204
Armous-et-Cau,32009,9.33,0.166667,43.5667,95
Lagarde-Hachan,32177,8.57,0.5,43.4167,171
Labéjan,32172,18.71,0.5,43.5333,349
Pouy-Loubrin,32327,9.64,0.618056,43.4662,94
Laveraët,32205,11.86,0.216667,43.5333,109
Sainte-Marie,32388,22.45,0.874722,43.6606,423
Saint-Arroman,32361,11.97,0.533333,43.4333,143
Galiax,32136,6.05,0.016667,43.6167,165
Larroque-sur-l'Osse,32197,15.07,0.274444,43.9712,250
Arblade-le-Bas,32004,7.67,-0.166667,43.7167,151
Mauroux,32248,9.96,0.810278,43.912,139
Sarrant,32416,19.81,0.916667,43.7667,400
Brugnens,32066,13.45,0.733333,43.85,270
Saint-Martin-Gimois,32392,6.68,0.816667,43.5167,90
Flamarens,32131,14.36,0.8,44.0167,136
Homps,32154,9.24,0.866667,43.8167,108
Gée-Rivière,32145,2.74,-0.183333,43.6667,49
Sadeillan,32355,5.92,0.35,43.4,89
Pessan,32312,26.87,0.633333,43.6167,704
Malabat,32225,5.4,0.183333,43.4333,114
Lamothe-Goas,32188,7.18,0.55,43.8667,76
Pallanne,32303,5.18,0.25,43.5167,65
Aignan,32001,32.16,0.083333,43.7,813
Ponsan-Soubiran,32324,6.87,0.483333,43.35,112
Nougaroulet,32298,15.79,0.733333,43.7,380
Montadet,32276,5.11,0.916667,43.4333,82
Peyrusse-Grande,32315,25.5,0.214167,43.6323,166
Marciac,32233,20.6,0.166667,43.5333,1345
Samatan,32410,33.53,0.933333,43.5,2489
Panassac,32304,9.17,0.566667,43.3833,293
Lourties-Monbrun,32216,9.5,0.566667,43.45,145
Saint-Élix-Theux,32375,8.37,0.466667,43.4333,114
Pauilhac,32306,25.27,0.6,43.8667,704
Ordan-Larroque,32301,42.64,0.483333,43.7,963
Pouy-Roquelaure,32328,11.04,0.533333,44.0333,129
Maravat,32232,6.46,0.766667,43.75,47
Puylausic,32336,9.84,0.933333,43.45,181
Magnas,32223,3.19,0.733333,43.8833,98
Castéron,32084,11.08,0.866667,43.8833,58
L'Isle-Bouzon,32158,15.95,0.733333,43.9167,247
Urdens,32457,7.77,0.7,43.85,283
Mérens,32251,4.18,0.516667,43.75,64
Mormès,32291,9.05,-0.15,43.7833,122
Savignac-Mona,32421,6.87,1,43.4833,146
Sion,32434,7.05,0.00888889,43.7333,113
Castelnau-d'Auzan,32079,43.79,0.083333,43.95,1279
Maulichères,32244,6.18,-0.083333,43.6833,175
Tasque,32440,10.02,0.016667,43.65,265
Castelnau-d'Anglès,32077,11.94,0.3,43.6167,99
Bassoues,32032,32.29,0.25,43.5833,325
Biran,32054,36.86,0.416667,43.7,393
Marambat,32231,9.7,0.3,43.7667,473
Maurens,32247,13.03,0.916389,43.595,314
Monblanc,32261,12.93,0.983333,43.4667,362
Polastron,32321,15.21,0.844722,43.5312,266
Saint-Mont,32398,12.59,-0.15,43.65,326
Peyrusse-Massas,32316,6.49,0.566667,43.7333,104
Saint-Christaud,32367,11,0.266667,43.5333,71
Bouzon-Gellenave,32063,10.29,0.016667,43.7,197
Lalanne,32184,5.55,0.684167,43.7973,148
L'Isle-Jourdain,32160,70.48,1.08333,43.6167,8583
Tournan,32451,12.56,0.783333,43.4333,199
Clermont-Savès,32105,5.1,1.01667,43.6167,268
La Sauvetat,32417,27.71,0.533333,43.8667,361
Lahitte,32183,5.03,0.666667,43.6667,269
Sainte-Aurence-Cazaux,32363,9.54,0.433333,43.3667,116
Haulies,32153,10.13,0.666667,43.5667,164
Corneillan,32108,8.47,-0.183333,43.65,137
Beccas,32039,3.38,0.15,43.4333,115
Séailles,32423,8.11,0.116667,43.7333,55
Montpezat,32289,15.64,0.966667,43.4,244
Vic-Fezensac,32462,53.94,0.3,43.7667,3612
Manas-Bastanous,32226,7.54,0.366667,43.3667,80
Betplan,32050,5.46,0.2,43.4167,106
Castex,32086,5.38,0.316667,43.3833,93
Saint-Lary,32384,9.67,0.5,43.7167,299
Barcelonne-du-Gers,32027,20.29,-0.233333,43.7,1414
Saint-Sauvy,32406,17.58,0.833333,43.7,351
Pessoulens,32313,12.63,0.9,43.85,159
Juillac,32164,7.49,0.133333,43.55,123
Lamazère,32187,7.47,0.45,43.5667,137
Pouylebon,32326,14.38,0.3,43.55,142
Bédéchan,32040,7.84,0.8,43.5833,158
Barran,32029,52.82,0.45,43.6167,673
Ornézan,32302,12.13,0.6,43.5167,242
Aurimont,32018,8.07,0.833333,43.5833,209
Castelnau-d'Arbieu,32078,16.34,0.7,43.8833,239
Loubersan,32215,10.77,0.516667,43.5,181
Monbardon,32260,6.41,0.683333,43.3833,88
Saint-Puy,32404,36.88,0.466667,43.8833,598
Gimbrède,32146,24.98,0.716667,44.0333,308
Pouydraguin,32325,9.71,0.033333,43.65,154
Viozan,32466,6.76,0.5,43.4,106
Cézan,32102,12.22,0.5,43.8167,210
Cadeillan,32069,4.26,0.85,43.4167,62
Caussens,32095,13.27,0.433333,43.95,607
Sainte-Christie,32368,9.91,0.633333,43.75,589
Lelin-Lapujolle,32209,13.56,-0.15,43.7167,261
Ladevèze-Ville,32175,9.09,0.066667,43.55,274
Traversères,32454,10.46,0.65,43.5333,80
Labarrère,32168,12.99,0.141667,43.9583,0
Seissan,32426,18.56,0.6,43.5,1107
Caillavet,32071,14.58,0.333333,43.7167,213
Cazaubon,32096,55.64,-0.066667,43.9333,1721
Sémézies-Cachan,32428,6.95,0.733333,43.5167,70
Pompiac,32322,10.12,1.01667,43.5167,192
Taybosc,32441,5.87,0.766667,43.75,73
Belmont,32043,15.1,0.25,43.7,155
Roques,32351,8.48,0.283333,43.85,102
Puységur,32337,7.26,0.6,43.7833,77
Ayzieu,32025,13.84,-0.016667,43.8333,166
Luppé-Violles,32220,7.57,-0.133333,43.7333,163
Saint-Orens-Pouy-Petit,32400,11.31,0.433333,43.9167,159
Saint-Germé,32378,9.55,-0.15,43.6833,493
Lannemaignan,32189,8.58,-0.2,43.9,110
Cuélas,32114,6.55,0.45,43.35,120
Auradé,32016,21.32,1.06667,43.5667,674
Lannux,32192,12.83,-0.216667,43.65,248
Noulens,32299,5.74,0.166667,43.8,109
Préchac,32329,12.79,0.566667,43.7833,194
Mirepoix,32258,7.25,0.666667,43.7333,228
Gazax-et-Baccarisse,32144,9.45,0.183333,43.6167,83
Rozès,32352,10.74,0.366667,43.8,126
Tudelle,32456,5.16,0.283333,43.6833,59
Montréal,32290,63.05,0.2,43.95,1207
Blousson-Sérian,32058,5.27,0.2,43.4667,46
Tillac,32446,12.47,0.283333,43.4667,276
Panjas,32305,20.01,-0.083333,43.8167,397
Montégut,32282,11.42,0.645833,43.6523,659
Sauviac,32419,6.48,0.45,43.4,118
Monbrun,32262,10.8,1.03333,43.6667,388
Saint-Arailles,32360,13.2,0.35,43.6333,146
Auch,32013,72.48,0.583333,43.65,23092
Condom,32107,97.37,0.366667,43.9667,7121
Cravencères,32113,9.09,0.033333,43.75,99
Orbessan,32300,8.24,0.6,43.5333,268
Bétous,32049,5.13,0.016667,43.7,96
Esclassan-Labastide,32122,11.93,0.533333,43.4167,373
Gaudonville,32139,7.39,0.85,43.8833,113
Estang,32127,22.51,-0.1,43.8667,652
Sabaillan,32353,11.21,0.816667,43.45,160
Mansencôme,32230,4.05,0.333333,43.8667,48
Giscaro,32148,5.4,0.916667,43.6167,91
Berdoues,32045,17.65,0.416667,43.4833,500
Cazaux-Savès,32098,5.62,0.966667,43.5333,306
Bellegarde,32041,14.39,0.623611,43.4248,176
Monfort,32269,22.49,0.833333,43.8,491
Mongausy,32270,7.41,0.8,43.5,76
Saint-Justin,32383,13.18,0.15,43.4833,144
Laguian-Mazous,32181,9.98,0.258056,43.42,263
Mirande,32256,23.42,0.416667,43.5167,3867
Maumusson-Laguian,32245,9.3,-0.1,43.6167,148
Peyrusse-Vieille,32317,11.05,0.183333,43.6333,79
Ligardes,32212,11.3,0.5,44.0333,218
Ayguetinte,32024,6.31,0.427222,43.8342,168
Izotges,32161,2.94,-0.016667,43.65,105
Manciet,32227,42.11,0.05,43.8167,833
Ansan,32002,7.76,0.783333,43.7,84
Moncorneil-Grazan,32266,7.09,0.666667,43.45,165
Pergain-Taillac,32311,19.38,0.6,44.05,324
Catonvielle,32092,3.07,0.966667,43.65,110
Garde,32176,8.85,0.555833,43.9642,122
Cannet,32074,4.81,-0.05,43.6167,54
Larroque-Engalin,32195,6.16,0.616667,43.9833,52
Saint-André,32356,5.58,0.856389,43.5625,116
